File,TAX,Receipt Number,MerchantName,Subtotal,Tip,Total,TransactionDateTime,Items
FoodStreet_Kanchaya.json,ID:0105563049786,68012200806,(FOOD STREET),,,99,22/01/2025 12:26,K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99); K19 เรือนน้ำพริก 1 ข้าว สา มก ษัติย์ น้ำ พริก ปลา ทู (99)
FoodStreet_Thidarat Piajan_1.json,ID:0105563049786,68011901331,(FOOD STREET),,,50,19/01/2025 14:38,K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง No. 001001753 (50)
FoodStreet_Thidarat Piajan_10.json,ID:0105563049786,68012200077,ร้านค้า (FOOD STREET),,,110,22/01/2025 11:33,1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100); 1 ห่อกลับบ้าน (10); 1 ข้าวกะเพราเนื้อ - ไข่ดาวไม่สุก (100)
FoodStreet_Thidarat Piajan_11.json,ID:0105563049786,68012200058,ร้านค้า (FOOD STREET),,,105,22/01/2025 11:25,K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพราเนื้อ - เผ็ดมาก - ไข่ดาวไม่สุก (105)
FoodStreet_Thidarat Piajan_12.json,ID:0105563049786,68012200083,ร้านค้า (FOOD STREET),,,70,22/01/2025 11:35,K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70); K23 เซ็งซิมอี๊ 1 1. ข้าวเหนียวมะม่วงเล็ก - ห่อกลับ + 10 (70)
FoodStreet_Thidarat Piajan_13.json,ID:0105563049786,68012200240,ร้านค้า (FOOD STREET),,,50,22/01/2025 11:50,รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50)
FoodStreet_Thidarat Piajan_15.json,ID:0105563049786,68012001298,ร้านค้า (FOOD STREET),,,50,20/01/2025 13:21,K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50); K23 เซ็งซิมอี๊ 1 Topping 1 - 3 อย่าง (50)
FoodStreet_Thidarat Piajan_16.json,ID:0105563049786,68012001201,ร้านค้า (FOOD STREET),,,85,20/01/2025 13:05,ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85); ผัดไทยกุ้งสด (1 x 85)
FoodStreet_Thidarat Piajan_2.json,ID:0105563049786,68011901349,ร้านค้า (FOOD STREET),,,60,19/01/2025 14:42,ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60); ลอดช่องไทย (1 x 60)
FoodStreet_Thidarat Piajan_20.json,ID:0105563049786,68012001302,ร้านค้า (FOOD STREET),,,50,20/01/2025 13:21,รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50); รวมมิตร (1 x 50)
FoodStreet_Thidarat Piajan_3.json,ID:0105563049786,68011901219,ร้านค้า (FOOD STREET),,,50,19/01/2025 14:21,11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50); 11. เฉาก๊วย นมสด No. 001001898 (1 x 50)
FoodStreet_Thidarat Piajan_4.json,ID:0105563049786,68011900648,ร้านค้า (FOOD STREET),,,120,19/01/2025 12:55,ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120); ข้าวขาหมู (75g) (1 x 120)
FoodStreet_Thidarat Piajan_5.json,ID:0105563049786,68011900635,ร้านค้า (FOOD STREET),,,90,19/01/2025 12:53,ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90); ข้าวขาหมู (75g) (1 x 90)
FoodStreet_Thidarat Piajan_6.json,ID:0105563049786,68011900711,(FOOD STREET),,,90,19/01/2025 13:03,K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90); K20 ปิ่นกี่ 1 ข้าวหมูกรอบล้วน + ไข่ (90)
FoodStreet_Thidarat Piajan_7.json,ID:0105563049786,68011900670,ร้านค้า (FOOD STREET),,,100,19/01/2025 12:57,ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100); ข้าวหมูทอด (75g) (1 x 100)
FoodStreet_Thidarat Piajan_8.json,ID:0105563049786,68012200033,ร้านค้า (FOOD STREET),,,100,22/01/2025 11:08,ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100); ข้าวกะเพราเนื้อ (1 x 100)
FoodStreet_Thidarat Piajan_9.json,ID:0105563049786,68012200055,(FOOD STREET),,,70,22/01/2025 11:24,K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70); K16 เด็ดกะเพรา 1 ข้าวผัดคลุกกะเพรา หมูสับ (1 x 70)
GAGA_Potch_01.json,0105565176530,No:20250123045,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:01:21,1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups; 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups
GAGA_Potch_02.json,0105565176530,No:20250123047,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:23:25,1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115); 1(it (L) Overload (1 x 115)
GAGA_Potch_03.json,0105565176530,No:20250123048,"GAGA Beverages (Thailand) Co.,Ltd",,,200.93,23/01/2025 17:25:36,1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100); 1(it (L) Milk Tea (115); Over load (20); 1(it (M) Overload (100)
GAGA_Potch_04.json,0105565176530,No:20250123050,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:53:25,Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115); Sunrise (1 x 115)
GAGA_Potch_05.json,0105565176530,No:20250123049,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:31:03,Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125)
GAGA_Potch_06.json,0105565176530,No:20250123040,"GAGA Beverages (Thailand) Co.,Ltd",,,60.75,23/01/2025 16:12:40,1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl; 1(it (M) Black Tea (80); Pearl
GAGA_Potch_07.json,0105565176530,No:20250123051,"GAGA Beverages (Thailand) Co.,Ltd",,,219.63,23/01/2025 18:03:22,1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115); 1(it (L) Dark Chocolate 50% (120 x 110); Pearl (10); 1(it (L) Overload 100% (115 x 115)
GAGA_Potch_08.json,0105565176530,No:20250123042,"GAGA Beverages (Thailand) Co.,Ltd",,,462.62,23/01/2025 16:28:26,Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90); Genmai Rice Latte 25% (1 x 120); Sunrise 50% (1 x 100); Hojicha Latte 100% (1 x 95); Red Ruby 0% (1 x 90); HonLemon Juice 50% (1 x 90)
GAGA_Potch_09.json,0105565176530,No:20250123049,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:31:03,Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125); Cotton Candy Sky (1 x 125)
GAGA_Potch_10.json,0105565176530,No:20250123046,"GAGA Beverages (Thailand) Co.,Ltd",,,317.76,23/01/2025 17:10:42,SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100); SaltCaramelC CFM 0% (1 x 120); Mint Choc MintM 50% (1 x 120); Overload 100% (1 x 100)
GAGA_Potch_11.json,0105565176530,No:20250123045,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 17:01:21,1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135); 1(it (M)Black Honey (135 x 90); 50%; CM (25); Chocolate Crumb (20); Crew Cups (-135)
GAGA_Potch_12.json,0105565176530,No:20250123043,"GAGA Beverages (Thailand) Co.,Ltd",,,79.44,23/01/2025 16:32:54,1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85); 1(it (S) Overload (1 x 85)
GAGA_Potch_13.json,0105565176530,No:20250123041,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 16:20:03,Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80); Thai Milk Tea (1 x 80)
GAGA_Potch_14.json,0105565176530,No:20250123044,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 16:42:16,1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95)
GAGA_Potch_15.json,0105565176530,No:20250123044,"GAGA Beverages (Thailand) Co.,Ltd",,,,23/01/2025 16:42:16,1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95); 1(it (L) Berry BT 0% (95); Crew Cups (-95)
HachickenRamen - Victor Lee.json,0105556039185,7D8Q6,KYOTO RAMENER HACHICKEN,,,349.89,20/01/2025 18:42,Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39); Paitan Special (1 x 179); Spicy Karaage (1 x 109); Ice Green Tea (1 x 39)
Hachiken Ramen_Potch_01.json,0105556039185,XSDB2,Hachicken Ramen,,,887.03,23/01/2025 16:36,Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49); Yuzu Shio Chicken (2 x 198); Miso Special (1 x 257); Duck Chashu (4 pcs) Extra Noodle (1 x 257); Paitan Special Shio Soup (1 x 179); Ice Green Tea (1 x 39); Soda (1 x 39); Bottled Water (1 x 19); Mini Tori Tempura Set (1 x 49); Mini Karaage Set (1 x 49)
